id,dominio_esperado,dominio_previsto,acerto,User Story
A28US4Ge,Social Networks,Sport,ERRO,"As a developer of dating apps or platforms, I want to integrate real-world data from speed dating events into my system to provide users with more accurate and personalized recommendations."
A28US4Ll,Social Networks,Sport,ERRO,"As a user of a dating recommender system, I want the system to construct an objective profile library based on ratings from actual dating partners, so that I can trust the accuracy of the matches suggested."
A28US4O1,Social Networks,Social Media,ERRO,"As a user experience designer, I want to build an objective profile library from speed dating ratings, so that users receive recommendations based on real-life interactions and evaluations."
A28US5Ge,Social Networks,Computer Vision,ERRO,"As a data scientist, I want to explore the use of machine learning techniques, like random forest regression, to predict compatibility based on objective data from speed dating interactions."
A28US5Ll,Social Networks,Information Systems,ERRO,"As a developer of a dating recommender system, I want to address the issue of class imbalance in the speed dating dataset, which arises from the low match rate, so that I can improve the overall performance of the system."
A28US5O1,Social Networks,Computer Vision,ERRO,"As a machine learning engineer, I want to develop a random forest regression-based reciprocal recommender, so that our system can achieve high match prediction accuracy and outperform existing algorithms."
A28US6Ge,Social Networks,Information Systems,ERRO,"As a user concerned about data privacy, I want a dating recommender system that uses my data responsibly and transparently, ensuring my information is secure and used ethically."
A28US6Ll,Social Networks,Computer Networks,ERRO,"As a software engineer, I want to apply SMOTE oversampling to mitigate the class imbalance issue in the speed dating dataset, so that I can improve the accuracy of the matchmaking algorithm."
A28US6O1,Social Networks,Social Media,ERRO,"As a researcher in online dating behaviors, I want to explore the discrepancy between self- portrayed profiles and objective likeability ratings, so that I can understand factors influencing successful matches."
A28US7Ge,Social Networks,Psychology,ERRO,"As a psychologist studying dating and relationships, I want to understand how the proposed recommender system based on speed dating data compares to traditional online dating algorithms."
A28US7Ll,Social Networks,Movies,ERRO,"As a researcher, I want to design a random forest regression-based reciprocal recommender that takes into account both the objective profile library and the speed dating data, so that I can increase the match prediction accuracy."
A28US7O1,Social Networks,Finance & Marketing,ERRO,"As a marketing strategist, I want to highlight the use of objective speed dating data in our recommender system, so that we can attract users seeking more authentic and effective matchmaking solutions."
A28US8Ge,Social Networks,Biology,ERRO,"As a social scientist studying the impact of technology on dating, I want to explore the potential benefits and drawbacks of using speed dating data in dating recommender systems."
A28US8Ll,Social Networks,Sport,ERRO,"As a user of a dating site, I want the site to provide me with a personalized list of matches based on a combination of my objective profile and the ratings from actual dating partners, so that I can find a more compatible partner."
A28US8O1,Social Networks,Information Systems,ERRO,"As a quality assurance specialist, I want to evaluate the effectiveness of the combined objective profile library and SMOTE oversampling, so that I can ensure our recommender system maintains high performance and accuracy."
A28US9Ge,Social Networks,Finance & Marketing,ERRO,"As a dating coach or relationship expert, I want to use insights from the speed dating- based recommender system to provide clients with personalized advice and strategies for successful dating."
A28US9Ll,Social Networks,Finance & Marketing,ERRO,"As a developer of a dating recommender system, I want to evaluate the effectiveness of the proposed approach and compare it with existing benchmark algorithms, so that I can refine and improve the system."
A40US10Ge,Social Networks,Information Systems,ERRO,"As a user experience designer for online social networks, I want to ensure that security measures like the anomaly model operate transparently and do not disrupt the user experience, maintaining ease of access while protecting accounts."
A40US2Ge,Social Networks,Information Systems,ERRO,"As a security analyst at Pokec, I need to utilize the anomaly model trained on historical login data to effectively identify compromised accounts, enhancing the safety and trustworthiness of the network."
A40US2O1,Social Networks,Information Systems,ERRO,"As a cybersecurity analyst, I want to implement anomaly detection models based on historical login data, so that I can effectively identify and prevent compromised accounts."
A40US3Ge,Social Networks,Information Systems,ERRO,"As a data scientist, I want to evaluate the effectiveness of the anomaly model by analyzing its sensitivity, specificity, and overall accuracy, ensuring it meets the high standards required for cybersecurity applications."
A40US3Ll,Social Networks,Information Systems,ERRO,"As a security analyst, I want to be able to analyze login data to identify patterns of suspicious behavior, so that I can detect potential account compromises."
A40US4Ge,Social Networks,Social Work,ERRO,"As a member of the Pokec social network community, I want confidence that proactive measures are in place to protect my account from cybercriminals, preserving my personal information and the integrity of my online interactions."
A40US4O1,Social Networks,Information Systems,ERRO,"As a data scientist, I want to train and validate anomaly detection models using login data from Pokec, so that I can ensure high sensitivity and specificity in detecting compromised accounts."
A40US5Ge,Social Networks,Information Systems,ERRO,"As a software developer working on social networking platforms, I need to understand the techniques and data used to train the anomaly model so that I can implement similar security measures in other online environments."
A40US5Ll,Social Networks,Information Systems,ERRO,"As a security analyst, I want to be able to monitor user login behavior for sudden changes, so that I can identify potential attempts to compromise an account."
A40US5O1,Social Networks,Information Systems,ERRO,"As a software developer, I want to develop real-time monitoring systems that detect sudden changes in user login behavior, so that I can provide immediate protection against account compromises."
A40US6Ge,Social Networks,Information Systems,ERRO,"As a regulatory compliance officer, I want to ensure that the anomaly detection methods comply with data protection laws, safeguarding user privacy while enhancing account security."
A40US6Ll,Social Networks,Social Work,ERRO,"As a social network user, I want to be notified if my account is suspected of being compromised, so that I can take action to secure my account."
A40US6O1,Social Networks,Information Systems,ERRO,"As a privacy officer, I want to ensure that login data used for anomaly detection is handled securely and in compliance with data protection regulations, so that user privacy is maintained."
A40US7Ge,Social Networks,Information Systems,ERRO,"As a cybersecurity consultant, I want to advise social networking sites on implementing and optimizing anomaly models to detect unusual login patterns, helping to prevent account compromises and enhance user trust."
A40US7Ll,Social Networks,Information Systems,ERRO,"As a security analyst, I want to be able to evaluate the efficiency of the anomaly model using metrics such as sensitivity, specificity, and overall accuracy, so that I can improve the model's performance."
A40US8Ge,Social Networks,Information Systems,ERRO,"As a machine learning engineer, I want to collaborate on refining the anomaly model to adapt dynamically to new cyber threats and user behavior patterns, improving its efficacy in real-time threat detection."
A40US8O1,Social Networks,Information Systems,ERRO,"As a user support specialist, I want to receive notifications about potentially compromised accounts, so that I can proactively assist users in securing their accounts."
A40US9Ge,Social Networks,Information Systems,ERRO,"As an IT project manager, I aim to oversee the deployment and continuous improvement of the anomaly detection system, ensuring it integrates seamlessly with existing security protocols and contributes to overall network security."
A40US9Ll,Social Networks,Information Systems,ERRO,"As a security analyst, I want to be able to analyze the results of the anomaly model to identify trends and patterns of account compromise, so that I can improve the overall security of the platform."
A40US9O1,Social Networks,Information Systems,ERRO,"As a security operations center (SOC) manager, I want to track the performance of anomaly detection models using metrics like sensitivity, specificity, and accuracy, so that I can continuously improve our account protection strategies."
A12US3Ge,Social Work,Social Work,OK,"As a community leader, I want to access the FVVI data for my community to understand the factors contributing to local firearm violence risk."
A12US4O1,Social Work,Social Work,OK,"As a community leader, I want to understand the factors influencing the FVVI, so that I can address underlying social issues contributing to firearm violence."
A12US6Ll,Social Work,Social Work,OK,"As a policy maker, I want to use the FVVI to identify population characteristics that have the greatest impact on firearm violence, such as historical third grade math scores and having a parent jailed during childhood, so that I can develop targeted interventions."
A12US10Ge,Social Work,Information Systems,ERRO,"As a system developer, I want the FVVI to be accessible through a user-friendly interface that allows users to easily visualize risk data at different geographic levels."
A12US10Ll,Social Work,Health,ERRO,"As a researcher, I want to use the FVVI to analyze the effectiveness of different prevention programs and interventions, and to identify best practices for reducing firearm violence in urban communities."
A12US10O1,Social Work,Health,ERRO,"As a public health researcher, I want the FVVI to incorporate diverse population characteristics, so that the model remains robust and inclusive across different urban settings."
A12US1Ge,Social Work,Transportation,ERRO,"As a law enforcement officer, I want to use the FVVI to identify high-risk communities for firearm violence to allocate resources for patrolling and prevention."
A12US1Ll,Social Work,Health,ERRO,"As a public health official, I want to access accurate firearm assault data to inform prevention strategies and reduce firearm violence in my community."
A12US1O1,Social Work,Health,ERRO,"As a public health official, I want to use the Firearm Violence Vulnerability Index (FVVI) to identify high-risk communities, so that I can target prevention efforts effectively."
A12US2Ge,Social Work,Health,ERRO,"As a public health official, I want to use the FVVI to target social programs and interventions in areas with the highest predicted rates of firearm violence."
A12US2Ll,Social Work,Computer Vision,ERRO,"As a researcher, I want to develop a novel machine- learning algorithm, the Firearm Violence Vulnerability Index (FVVI), to forecast community risk for shooting incidents and identify at-risk populations."
A12US2O1,Social Work,Demography,ERRO,"As a data scientist, I want to develop the FVVI using XGBoost with population characteristics, so that the model accurately predicts firearm violence rates in urban census tracts."
A12US3Ll,Social Work,Transportation,ERRO,"As a community leader, I want to use the FVVI to predict where rates of firearm violence are highest in my city, so that I can target prevention efforts and allocate resources effectively."
A12US3O1,Social Work,Political Science,ERRO,"As a policymaker, I want access to the FVVI’s predictions, so that I can allocate resources to areas most vulnerable to firearm violence."
A12US4Ge,Social Work,Pediatrics,ERRO,"As a researcher, I want to be able to analyze the FVVI model and identify the population characteristics that have the strongest impact on firearm violence prediction."
A12US4Ll,Social Work,Demography,ERRO,"As a data analyst, I want to merge open-access shooting incident data with population characteristics derived from the American Community Survey to create a comprehensive dataset for building the FVVI model."
A12US5Ge,Social Work,Health,ERRO,"As a policymaker, I want to use the FVVI data to inform the development of data-driven strategies for firearm violence prevention."
A12US5Ll,Social Work,Computer Vision,ERRO,"As a machine learning engineer, I want to use XGBoost, a decision tree-based machine-learning algorithm, to construct the FVVI model and predict shooting incident rates within urban census tracts."
A12US5O1,Social Work,Pediatrics,ERRO,"As a researcher, I want the FVVI to fill data gaps in firearm assault information, so that I can conduct more comprehensive studies on violence prevention."
A12US6Ge,Social Work,Health,ERRO,"As a data scientist, I want the system to be able to incorporate additional data sources (e.g., mental health statistics, social media activity) to potentially improve the accuracy of the FVVI."
A12US6O1,Social Work,Transportation,ERRO,"As a public safety analyst, I want the FVVI to forecast shooting incident rates at a granular geographic level, so that I can implement timely interventions."
A12US7Ge,Social Work,Law,ERRO,"As a civil liberties advocate, I want the system to be designed with safeguards to prevent misuse and ensure that individuals are not discriminated against based on their zip code."
A12US7Ll,Social Work,Medicine,ERRO,"As a researcher, I want to evaluate the predictive power of the FVVI model using a test set of unseen data from Chicago, so that I can validate its accuracy and effectiveness."
A12US7O1,Social Work,Health,ERRO,"As a grant writer, I want to utilize the FVVI’s standardized risk assessments, so that I can secure funding for targeted violence prevention programs."
A12US8Ge,Social Work,Health,ERRO,"As a public health researcher, I want the system to be transparent about the methodology used to develop the FVVI and allow for independent validation of the model."
A12US8Ll,Social Work,Health,ERRO,"As a community leader, I want to use the FVVI to fill gaps in currently available firearm violence data and identify areas of focus for prevention programs, such as social or environmental factors."
A12US8O1,Social Work,Urban Studies,ERRO,"As a city planner, I want to integrate FVVI data into urban development plans, so that I can create safer community environments."
A12US9Ge,Social Work,Health,ERRO,"As a community organizer, I want the FVVI to be accompanied by resources and guidance for implementing effective prevention programs in high- risk communities."
A12US9Ll,Social Work,Health,ERRO,"As a public health official, I want to disseminate the FVVI as a standardized risk tool to enhance firearm violence research and resource allocation, and to inform evidence-based prevention strategies."
A12US9O1,Social Work,Transportation,ERRO,"As a law enforcement strategist, I want to leverage the FVVI to identify hotspots for firearm violence, so that I can deploy resources more efficiently."
A37US10Ge,Sport,Sport,OK,"As a global citizen, I want to see technology used to enhance the enjoyment and engagement of fantasy sports for all participants, regardless of their level of expertise or experience."
A37US10Ll,Sport,Sport,OK,"As a fantasy sports player, I want to receive personalized recommendations for player selection based on my team's needs and my playing style, so that I can make informed decisions quickly and easily."
A37US10O1,Sport,Sport,OK,"As a researcher, I want to analyze the effectiveness of statistical and analytical tools in reducing favoritism bias, so that I can contribute to the development of more objective fantasy sports strategies."
A37US1Ge,Sport,Sport,OK,"As a casual sports fan, I want to participate in fantasy sports but feel overwhelmed by the amount of information and player choices. I want a platform that uses data and analytics to help me make informed decisions about which players to select for my team."
A37US1Ll,Sport,Sport,OK,"As a fantasy sports enthusiast, I want to make informed decisions on which players to choose and invest in, so that I can improve my chances of winning."
A37US1O1,Sport,Sport,OK,"As a fantasy sports enthusiast, I want to access visualizations and statistical analytics, so that I can make informed decisions when selecting and investing in players."
A37US2Ge,Sport,Sport,OK,"As a seasoned fantasy sports player, I want to go beyond basic statistics and gain deeper insights into player performance and potential. I want a platform that uses advanced analytics to identify undervalued players and make strategic team decisions."
A37US2Ll,Sport,Sport,OK,"As a fantasy sports player, I want to use visualizations and statistical measures to analyze player performance, so that I can make data-driven decisions."
A37US2O1,Sport,Sport,OK,"As a casual fantasy sports player, I want tools that counteract favoritism bias, so that my team selections are based on performance data rather than personal team allegiance."
A37US3Ge,Sport,Sport,OK,"As a fantasy sports enthusiast, I want to avoid making decisions based solely on team loyalty and instead focus on players with the highest potential for points and success. I want a platform that helps me overcome favoritism bias and choose players based on objective data."
A37US3Ll,Sport,Sport,OK,"As a fantasy sports enthusiast, I want to overcome my favoritism bias and make objective decisions based on data analysis, so that I can choose the best players for my team."
A37US3O1,Sport,Sport,OK,"As a data analyst, I want to utilize data from the Fantasy Premier League (FPL) API, so that I can generate actionable insights for improving player investment strategies."
A37US4Ge,Sport,Sport,OK,"As a busy fantasy sports player, I want to access all the relevant player data and analytics in one place, without having to spend hours researching and analyzing information from different sources."
A37US4Ll,Sport,Sport,OK,"As a fantasy sports player, I want to access actionable insights generated through statistical analysis and data science, so that I can make informed decisions quickly."
A37US4O1,Sport,Sport,OK,"As a sports blogger, I want to incorporate advanced statistical measures into my content, so that I can provide my audience with deeper analyses and recommendations for their fantasy teams."
A37US5Ge,Sport,Sport,OK,"As a fantasy sports league manager, I want to use data- driven insights to create a more balanced and competitive league experience for all participants."
A37US5Ll,Sport,Sport,OK,"As a fantasy sports enthusiast, I want to evaluate player performance using metrics beyond Return on Investment (ROI), so that I can get a more comprehensive view of their abilities."
A37US5O1,Sport,Sport,OK,"As a fantasy league manager, I want to implement data- driven decision- making tools, so that I can enhance the competitiveness and fairness of my league."
A37US6Ge,Sport,Sport,OK,"As a fantasy sports platform developer, I want to leverage data science and statistical analysis to provide users with the most accurate and valuable player projections and recommendations."
A37US6Ll,Sport,Sport,OK,"As a fantasy sports player, I want to use data from the Fantasy Premier League (FPL) API to inform my decisions, so that I can leverage the latest and most accurate information."
A37US6O1,Sport,Sport,OK,"As a software developer, I want to integrate statistical analysis and data science techniques into fantasy sports platforms, so that users can benefit from enhanced decision-support features."
A37US7Ge,Sport,Sport,OK,"As a sports data analyst, I want to explore the use of advanced statistical models and machine learning techniques to further improve the accuracy and effectiveness of fantasy sports predictions."
A37US7Ll,Sport,Sport,OK,"As a fantasy sports enthusiast, I want to test my team selection and strategy against real-world data from the English Premier League, so that I can refine my approach and improve my chances of winning."
A37US7O1,Sport,Sport,OK,"As a marketing strategist for a fantasy sports platform, I want to highlight the use of advanced analytics in our services, so that we can attract users seeking more sophisticated tools for team management."
A37US8Ge,Sport,Sport,OK,"As a sports journalist or content creator, I want to use fantasy sports analytics to generate engaging and informative content for fans, such as player profiles, team analysis, and fantasy advice."
A37US8Ll,Sport,Sport,OK,"As a fantasy sports player, I want to identify undervalued players and hidden gems using statistical analysis, so that I can gain a competitive advantage."
A37US8O1,Sport,Sport,OK,"As an educator in sports management, I want to use fantasy sports data and analytics as teaching tools, so that students can learn about data- driven decision- making in a real- world context."
A37US9Ge,Sport,Sport,OK,"As a fantasy sports player concerned about responsible gaming, I want a platform that promotes healthy competition and discourages excessive spending or unhealthy obsession with the game."
A37US9Ll,Sport,Sport,OK,"As a fantasy sports enthusiast, I want to track player performance over time using data visualization, so that I can identify trends and patterns that inform my decisions."
A37US9O1,Sport,Sport,OK,"As a user experience designer, I want to create intuitive dashboards that display key statistical measures and visualizations, so that users can easily interpret data to make better player selections."
A14US10Ge,Transportation,Transportation,OK,"As a system developer, I want the system to be scalable and efficient to handle large volumes of real-time and historical data for accurate ridership prediction."
A14US10Ll,Transportation,Transportation,OK,"As a city planner, I want to use the XGboost model to predict the impact of external factors (e.g. weather, events, road closures) on taxi and Uber ridership, so that I can develop strategies to mitigate their effects and ensure a smooth transportation system."
A14US10O1,Transportation,Transportation,OK,"As a researcher, I want to evaluate the performance of different regression models on the NYC ridership data, so that I can validate the effectiveness of XGBoost in capturing complex feature dependencies."
A14US1Ge,Transportation,Transportation,OK,"As a taxi dispatcher, I want to use the system in real-time to identify areas with high demand for taxi services and dispatch vehicles accordingly."
A14US1Ll,Transportation,Transportation,OK,"As a city planner, I want to be able to visualize the spatiotemporal distribution of taxi and Uber pick-ups across the five boroughs of NYC, so that I can identify areas of high demand and optimize transportation infrastructure."
A14US1O1,Transportation,Transportation,OK,"As a city planner, I want to use the XGBoost model to predict taxi and Uber ridership across NYC zip codes, so that I can optimize the placement of transportation resources."
A14US2Ge,Transportation,Transportation,OK,"As a city planner, I want to use the system to analyze historical and predicted ridership data to optimize taxi stand locations and traffic flow management."
A14US2Ll,Transportation,Transportation,OK,"As a data analyst, I want to use machine learning algorithms such as XGboost and random forest to predict ridership of taxis and Uber combined in NYC, given a time window of one hour and location within zip-code areas, so that I can provide insights to stakeholders on transportation demand."
A14US2O1,Transportation,Transportation,OK,"As a transportation analyst, I want to analyze the spatiotemporal distribution of yellow, green, and Uber pickups, so that I can understand usage patterns across different boroughs."
A14US3Ge,Transportation,Transportation,OK,"As a taxi company manager, I want the system to forecast future ridership trends to optimize fleet size and deployment strategies."
A14US3Ll,Transportation,Transportation,OK,"As a taxi company manager, I want to know the percentage of trips taken by each type of taxi (yellow, green, Uber) in each borough, so that I can optimize my fleet's distribution and services."
A14US3O1,Transportation,Transportation,OK,"As a taxi company manager, I want to leverage predictive insights from the XGBoost model, so that I can determine the optimal number of taxis to dispatch to meet demand."
A14US4Ge,Transportation,Transportation,OK,"As a researcher, I want to access the system's data and models to understand the factors influencing spatiotemporal distribution of taxi and ride-hailing demand (e.g., time of day, borough, special events)."
A14US4Ll,Transportation,Transportation,OK,"As a commuter, I want to be able to see the most popular transportation mode in each borough, so that I can plan my trips more effectively."
A14US4O1,Transportation,Transportation,OK,"As a data scientist, I want to implement machine learning algorithms like XGBoost and random forest on the ridership dataset, so that I can accurately forecast transportation trends."
A14US5Ge,Transportation,Transportation,OK,"As a public transportation official, I want to compare predicted taxi and ride-hailing ridership with public transport usage to plan for integrated transportation solutions."
A14US5O1,Transportation,Transportation,OK,"As a decision- maker, I want access to ridership predictions and trends, so that I can make informed policies to enhance transportation services in NYC."
A14US6Ge,Transportation,Transportation,OK,"As a policymaker, I want to use the system's data to assess the impact of ride-hailing services on traditional taxi ridership and develop regulations that ensure fair competition."
A14US6Ll,Transportation,Transportation,OK,"As a data scientist, I want to use the XGboost model to estimate the total number of taxis needed to dispatch to meet demand, given a specific time window and location, so that I can provide actionable insights to taxi companies and city planners."
A14US6O1,Transportation,Transportation,OK,"As a Uber operations manager, I want to understand the rising trend of Uber pickups in Manhattan and outer boroughs, so that I can strategically expand our services."
A14US7Ge,Transportation,Transportation,OK,"As a data scientist, I want the system to allow for the integration of additional data sources (e.g., weather, special events) to potentially improve the accuracy of ridership predictions."
A14US7Ll,Transportation,Transportation,OK,"As a decision- maker, I want to understand how ridership shifts over time in each borough, so that I can make informed decisions about transportation infrastructure and services."
A14US7O1,Transportation,Transportation,OK,"As a public transportation advocate, I want to visualize ridership shifts over time, so that I can advocate for balanced transportation options across all boroughs."
A14US8Ge,Transportation,Transportation,OK,"As a consumer, I want to use a mobile app connected to the system to see estimated taxi and ride-hailing wait times in different areas before requesting a ride."
A14US8Ll,Transportation,Transportation,OK,"As a taxi company dispatcher, I want to know the optimal locations to situate taxis in each borough, so that I can minimize wait times and optimize my fleet's utilization."
A14US9Ge,Transportation,Transportation,OK,"As a taxi driver, I want the system to provide real-time information on areas with high predicted demand to maximize ridership and earnings."
A14US9Ll,Transportation,Transportation,OK,"As a researcher, I want to analyze the dataset of over 90 million trips to identify patterns and trends in transportation behavior, so that I can provide insights to stakeholders on how to improve transportation services."
A1US10Ge,Transportation,Transportation,OK,"As a delivery company, I want to explore the use of AVs for efficient and cost-effective last-mile delivery services."
A1US10Ll,Transportation,Transportation,OK,"As a commuter, I want to benefit from the reduced traffic congestion and parking needs that Autonomous Vehicles (AVs) can provide, so that I can save time and reduce stress during my daily commute."
A1US1O1,Transportation,Transportation,OK,"As a passenger, I want the AV to detect hazards in real-time using AI sensors, so that my safety is ensured."
A1US2Ge,Transportation,Transportation,OK,"As a city planner, I want a traffic management system that uses AI and connected vehicles to optimize traffic flow and reduce congestion."
A1US3Ll,Transportation,Transportation,OK,"As a safety expert, I want to utilize AI and IoT to reduce the risk of accidents and improve vehicle safety, so that I can minimize the likelihood of human error and ensure a safer driving experience."
A1US3O1,Transportation,Transportation,OK,"As a driver, I want the AV to predict and prevent collisions using AI, so that accidents are significantly reduced."
A1US4Ll,Transportation,Transportation,OK,"As a driver, I want to benefit from the increased safety and reduced accidents that Autonomous Vehicles (AVs) can provide, so that I can feel more confident and secure on the road."
A1US4O1,Transportation,Transportation,OK,"As a transportation executive, I want the AV to optimize fuel consumption with AI, so that operational costs are minimized."
A1US5Ge,Transportation,Transportation,OK,"As an environmentalist, I want AVs that are programmed for fuel efficiency and can reduce overall emissions and pollution in our cities."
A1US5O1,Transportation,Transportation,OK,"As a passenger, I want the AV to navigate autonomously through traffic using AI and IoT, so that my travel is seamless and stress-free."
A1US6Ge,Transportation,Transportation,OK,"As a busy professional, I want an AV that can take me to meetings or appointments while I work on other tasks, saving me valuable time."
A1US6Ll,Transportation,Transportation,OK,"As a fleet manager, I want to reduce fuel consumption and emissions by using Autonomous Vehicles (AVs), so that I can minimize my organization's environmental footprint and save on fuel costs."
A1US6O1,Transportation,Transportation,OK,"As a commuter, I want the AV to handle driving tasks autonomously, so that I can use my travel time productively."
A1US7Ge,Transportation,Transportation,OK,"As a safety advocate, I want clear regulations and safety standards for AVs to ensure the well- being of all road users."
A1US7Ll,Transportation,Transportation,OK,"As a passenger, I want to enjoy the increased comfort and convenience of Autonomous Vehicles (AVs), including the release of driver time and business opportunities, so that I can be more productive and relaxed during my journey."
A1US7O1,Transportation,Transportation,OK,"As an environmental advocate, I want the AV to reduce emissions through AI-optimized routes, so that it contributes to a cleaner environment."
A1US8Ll,Transportation,Transportation,OK,"As a developer, I want to design and develop AI-powered Autonomous Vehicles (AVs) that can process large- scale data from sensors and devices, so that I can create a more efficient and reliable transportation system."
A1US9Ll,Transportation,Transportation,OK,"As a regulator, I want to ensure that Autonomous Vehicles (AVs) meet the highest safety standards and are tested rigorously to minimize risk, so that I can protect the public and ensure a safe and reliable transportation system."
A36US10Ll,Transportation,Transportation,OK,"As a developer, I want to create a system that can automatically classify vehicles in real-time using data from a wireless sensor network, so that I can provide timely and accurate information to traffic management authorities."
A36US10O1,Transportation,Transportation,OK,"As a software engineer, I want to develop a user- friendly interface for visualizing classified vehicle types, so that stakeholders can easily interpret and utilize the traffic data for decision- making."
A36US1Ge,Transportation,Transportation,OK,"As a traffic engineer, I want to use a wireless sensor network to monitor traffic patterns and classify moving vehicles in real- time, allowing me to optimize traffic flow and improve safety."
A36US1Ll,Transportation,Transportation,OK,"As a researcher, I want to investigate the task of classifying the types of moving vehicles in a distributed, wireless sensor network, so that I can improve traffic monitoring and management."
A36US1O1,Transportation,Transportation,OK,"As a transportation analyst, I want to classify moving vehicle types using wireless sensor networks, so that I can monitor and analyze traffic patterns effectively."
A36US2Ll,Transportation,Transportation,OK,"As a developer, I want to create a system that can classify the types of moving vehicles using data from a wireless sensor network, so that I can provide accurate and real- time information to traffic management authorities."
A36US3Ge,Transportation,Transportation,OK,"As a law enforcement officer, I want to use vehicle classification data to identify suspicious vehicles and track their movements, enhancing public safety and security."
A36US4Ge,Transportation,Transportation,OK,"As a transportation researcher, I want to analyze vehicle classification data from a sensor network to study the behavior of different vehicle types and develop new models for traffic management."
A36US5Ll,Transportation,Transportation,OK,"As a developer, I want to use a maximum likelihood classifier to classify vehicles based on their spectral features, so that I can provide a baseline performance for comparison with other classification methods."
A36US5O1,Transportation,Transportation,OK,"As a system developer, I want to replicate the data collection and preprocessing procedures detailed in the study, so that I can build a similar vehicle classification system for my project."
A36US6Ll,Transportation,Transportation,OK,"As a researcher, I want to investigate the performance of different classification algorithms on the compiled dataset, so that I can identify the most effective approach for vehicle classification."
A36US6O1,Transportation,Transportation,OK,"As an urban planner, I want to use classified vehicle data from wireless sensor networks, so that I can make informed decisions on infrastructure development and traffic management."
A36US7Ll,Transportation,Transportation,OK,"As a developer, I want to use the preprocessed dataset to train and test machine learning models for vehicle classification, so that I can develop a robust and accurate system."
A36US8Ge,Transportation,Transportation,OK,"As a citizen concerned about traffic congestion and emissions, I want to see technology used to improve traffic management and reduce the environmental impact of transportation."
A36US8Ll,Transportation,Transportation,OK,"As a traffic manager, I want to use a vehicle classification system to monitor and manage traffic flow, so that I can reduce congestion and improve traffic safety."
A36US8O1,Transportation,Transportation,OK,"As a security analyst, I want to classify types of moving vehicles in real-time, so that I can enhance surveillance and identify suspicious activities efficiently."
A36US9Ge,Transportation,Transportation,OK,"As a privacy advocate, I want to ensure that the data collected by the sensor network for vehicle classification is used responsibly and does not violate individual privacy rights."
A36US9Ll,Transportation,Transportation,OK,"As a researcher, I want to explore the use of distributed, wireless sensor networks for real- time vehicle classification, so that I can enable more efficient and effective traffic management."
A6US10Ll,Transportation,Transportation,OK,"As a regulatory body, I want to establish standards and guidelines for the development and testing of personalized ADAS to ensure their safety and effectiveness on public roads."
A6US10O1,Transportation,Transportation,OK,"As a driver, I want the ADAS to learn from my braking patterns, so that autonomous emergency braking is more effective and less intrusive during normal driving conditions."
A6US1Ge,Transportation,Transportation,OK,"As a driver using ADAS features, I want the system to anticipate my braking intentions and provide smoother and more natural assistance during forward collision avoidance scenarios."
A6US2O1,Transportation,Transportation,OK,"As a safety engineer, I want the ADAS to accurately predict driver intentions, so that forward collision avoidance measures can be activated proactively."
A6US3O1,Transportation,Transportation,OK,"As a vehicle manufacturer, I want the ADAS to integrate seamlessly with existing vehicle systems, so that it enhances overall vehicle performance without compatibility issues."
A6US4Ge,Transportation,Transportation,OK,"As a car manufacturer integrating ADAS features, I want a cost-effective and efficient method for driver intention recognition that can be implemented and optimized for real-time use in various driving scenarios."
A6US4Ll,Transportation,Transportation,OK,"As a testing engineer, I want to create realistic testing scenarios using a real-time driving simulator to collect data on driver behavior and validate the performance of ADAS."
A6US4O1,Transportation,Transportation,OK,"As a developer, I want to use Gaussian Mixture Models to analyze driving data, so that the ADAS can effectively recognize and adapt to different driving behaviors."
A6US5Ge,Transportation,Transportation,OK,"As a driver concerned about automation dependence, I want clear information and transparency about how the ADAS interprets my driving behavior and when it might intervene."
A6US5Ll,Transportation,Transportation,OK,"As a data analyst, I want to collect and analyze driving data from multiple drivers to train and optimize the Gaussian Mixture Model for driver behavior recognition."
A6US5O1,Transportation,Transportation,OK,"As a tester, I want to simulate various braking scenarios in a driving simulator, so that I can validate the performance and reliability of the personalized ADAS."
A6US7O1,Transportation,Transportation,OK,"As a data analyst, I want to collect and analyze driving behavior data, so that I can continuously improve the accuracy of the ADAS's intention recognition."
A6US8O1,Transportation,Transportation,OK,"As a regulatory compliance officer, I want the personalized ADAS to meet all safety standards, so that the system is legally approved for use in vehicles."
A6US9O1,Transportation,Transportation,OK,"As a fleet manager, I want the ADAS to enhance driver safety and reduce collision risks, so that overall fleet performance and safety metrics improve."
A14US5Ll,Transportation,Urban Studies,ERRO,"As a city planner, I want to analyze the trend of Uber's growth in each borough, so that I can anticipate its impact on the transportation landscape and make informed decisions."
A14US8O1,Transportation,Urban Studies,ERRO,"As a urban economist, I want to study the dominance of yellow taxis in Manhattan and Queens versus green taxis in Brooklyn and the Bronx, so that I can analyze market preferences and economic factors."
A14US9O1,Transportation,Information Systems,ERRO,"As a software developer, I want to integrate the XGBoost model's predictions into a user-friendly dashboard, so that stakeholders can easily access and interpret the data."
A1US10O1,Transportation,Computer Networks,ERRO,"As a network administrator, I want the AV to maintain low- latency connectivity through IoT, so that it can communicate effectively for safe operations."
A1US1Ge,Transportation,Computer Vision,ERRO,"As a driver, I want a car that uses AI and real-time data to react faster than humans in emergency situations, reducing my risk of accidents."
