id,User Story,domain_refair,domain_gabarito,domain_ok,domain_confidence,ml_tasks_refair,ml_labels_gabarito,ml_task_vazio_refair,features_refair,features_gabarito
A31US4Ge,"As a parent, I want to use tools to control the type of advertisements my children see online, protecting them from inap",Psychology,Finance & Marketing,ERRO,Low,classification,Classification,Não,age; geography; ethnicity; gender,age; geography; race; sex; gender
A31US5Ge,"As a search engine developer, I want to improve the accuracy of search results by identifying and filtering out advertis",Biology,Finance & Marketing,ERRO,Low,,Classification,Sim,,age; geography; race; sex; gender
A31US6Ge,"As a web accessibility advocate, I want to ensure that online advertisements are accessible to users with disabilities, ",Literature,Finance & Marketing,ERRO,Low,clustering; ranking,Classification,Não,author; gender; textual references to people and their demographics,age; geography; race; sex; gender
A31US7Ge,"As a marketing professional, I want to analyze the effectiveness of online advertising campaigns by tracking user intera",Finance & Marketing,Finance & Marketing,OK,Low,anomaly detection; classification; classification; data summarization; ranking; representation learning; resource allocation,Classification,Não,age; gender; race; sex; geography; activity,age; geography; race; sex; gender
A31US8Ge,"As a privacy advocate, I want to understand how online advertisements track user behavior and be able to control the dat",Medicine,Finance & Marketing,ERRO,Low,classification; classification,Classification,Não,age; race; sex; ethnicity; gender,age; geography; race; sex; gender
A31US9Ge,"As a consumer, I want to be able to make informed decisions about the products and services advertised online by readily",Music,Finance & Marketing,ERRO,Low,ranking,Classification,Não,gender; geography,age; geography; race; sex; gender
A31US10Ge,"As a web user, I want to have a clean and clutter- free browsing experience where I can focus on the content I am intere",Literature,Finance & Marketing,ERRO,Low,,Classification,Sim,,age; geography; race; sex; gender
A31US1Ll,"As a user, I want to be able to easily identify advertisements on internet pages, so that I can avoid unnecessary distra",Transportation,Finance & Marketing,ERRO,Low,,Classification,Sim,,age; geography; race; sex; gender
A31US2Ll,"As a researcher, I want to develop an approach to differentiate advertisements on internet pages, so that I can improve ",Medicine,Finance & Marketing,ERRO,Low,classification; classification,Classification,Não,age; race; sex; ethnicity; gender,age; geography; race; sex; gender
A31US3Ll,"As a developer, I want to create a system that can predict the presence of advertisements on internet pages, so that I c",Medicine,Finance & Marketing,ERRO,Low,classification; classification,Classification,Não,age; race; sex; ethnicity; gender,age; geography; race; sex; gender
A31US4Ll,"As a parent, I want to be able to block advertisements on internet pages that are not suitable for my children, so that ",Music,Finance & Marketing,ERRO,Low,,Classification,Sim,,age; geography; race; sex; gender
A31US5Ll,"As a search engine developer, I want to be able to identify and filter out advertisements from search results, so that u",Biology,Finance & Marketing,ERRO,Low,,Classification,Sim,,age; geography; race; sex; gender
A31US6Ll,"As an educator, I want to be able to distinguish between educational content and advertisements on internet pages, so th",Education,Finance & Marketing,ERRO,Low,data summarization,Classification,Não,age; caste; gender; geography; race; sex,age; geography; race; sex; gender
A31US7Ll,"As a security expert, I want to be able to detect and prevent malicious advertisements on internet pages, so that I can ",Finance & Marketing,Finance & Marketing,OK,Low,advertising; anomaly detection; classification; classification; clustering; data summarization; pricing; ranking; representation learning,Classification,Não,gender; geography; race; age; sex; activity,age; geography; race; sex; gender
A31US8Ll,"As a user, I want to have control over the types of advertisements I see on internet pages, so that I can personalize my",Transportation,Finance & Marketing,ERRO,Low,,Classification,Sim,,age; geography; race; sex; gender
A31US9Ll,"As a researcher, I want to explore the use of machine learning algorithms to identify and classify advertisements on int",Biology,Finance & Marketing,ERRO,Low,classification,Classification,Não,,age; geography; race; sex; gender
A31US10Ll,"As a developer, I want to create a browser extension or plugin that can automatically identify and block advertisements ",Medicine,Finance & Marketing,ERRO,Low,,Classification,Sim,,age; geography; race; sex; gender
A31US1O1,"As a search engine developer, I want to implement advertisement identification algorithms, so that we can deliver cleane",Literature,Finance & Marketing,ERRO,Low,clustering,Classification,Não,author; gender; textual references to people and their demographics,age; geography; race; sex; gender
A31US2O1,"As an internet security specialist, I want to deploy ad detection methods, so that we can protect users from malicious a",Urban Studies,Finance & Marketing,ERRO,Low,,Classification,Sim,,age; geography; race; sex; gender
A31US3O1,"As a web browser developer, I want to integrate ad identification features, so that users can easily manage and block un",Literature,Finance & Marketing,ERRO,Low,clustering; ranking,Classification,Não,author; gender; textual references to people and their demographics,age; geography; race; sex; gender
A31US4O1,"As an educator, I want to use ad detection tools in my curriculum, so that students can learn about internet safety and ",Education,Finance & Marketing,ERRO,Low,,Classification,Sim,,age; geography; race; sex; gender
A31US5O1,"As a digital marketer, I want to understand how advertisements are identified on web pages, so that I can optimize ad pl",Computer Networks,Finance & Marketing,ERRO,Low,,Classification,Sim,,age; geography; race; sex; gender
A31US6O1,"As a privacy advocate, I want to utilize advertisement identification techniques, so that I can help users reduce unwant",Medicine,Finance & Marketing,ERRO,Low,,Classification,Sim,,age; geography; race; sex; gender
A31US7O1,"As a data scientist, I want to analyze and refine ad prediction approaches, so that I can develop more accurate and effi",Health,Finance & Marketing,ERRO,Low,,Classification,Sim,,age; geography; race; sex; gender
A31US8O1,"As a content creator, I want to identify and manage advertisements on my website, so that I can maintain control over my",Literature,Finance & Marketing,ERRO,Low,,Classification,Sim,,age; geography; race; sex; gender
A31US9O1,"As a product manager for a security software company, I want to incorporate ad identification features into our products",Biology,Finance & Marketing,ERRO,Low,classification; graph mining,Classification,Não,,age; geography; race; sex; gender
A31US10O1,"As a researcher in web technologies, I want to evaluate the effectiveness of different ad prediction methods, so that I ",Health,Finance & Marketing,ERRO,Low,classification; representation learning,Classification,Não,age; geography; sex; ethnicity; gender,age; geography; race; sex; gender
A32US1Ge,"As a social media researcher, I want to analyze large datasets of social media posts to understand public opinion on cur",Social Media,Linguistics,ERRO,Medium,bias detection in language models; bias detection in word embeddings; sentiment analysis; speech recognition,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,gender; political leaning; race; religion; textual references to people and their demographics; age; geography,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US2Ge,"As a brand manager, I want to use the system to identify user comments expressing positive, negative, or neutral stances",Literature,Linguistics,ERRO,Medium,clustering,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,author; gender; textual references to people and their demographics,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US3Ge,"As a journalist, I want the system to help me verify the credibility of sources and identify potential bias in news arti",News,Linguistics,ERRO,Medium,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US4Ge,"As a fact-checker, I want the system to flag social media posts containing misinformation or disinformation based on the",Health,Linguistics,ERRO,Medium,classification,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,age; geography; sex; ethnicity; gender,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US5Ge,"As a social media moderator, I want to prioritize content for review based on the intensity of a user's stance (e.g., st",Social Media,Linguistics,ERRO,Medium,classification; sentiment analysis,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,age; geography; race; disability; gender; textual references to people and their demographics; race/ethnicity; religion; sexual orientation,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US6Ge,"As a platform developer, I want the system to integrate with social media platforms to automatically detect and label th",Literature,Linguistics,ERRO,Medium,clustering; ranking,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,author; gender; textual references to people and their demographics,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US7Ge,"As a data scientist, I want the system to provide not just the overall stance, but also detailed information like confid",Health,Linguistics,ERRO,Medium,classification; regression; representation learning,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,age; geography; sex; ethnicity; gender,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US8Ge,"As a linguist, I want the system to be customizable to analyze stances in different languages and cultural contexts, acc",Linguistics,Linguistics,OK,Medium,sentiment analysis; sentiment analysis; sentiment analysis,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,race; sex,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US9Ge,"As a user privacy advocate, I want the system to be transparent about how user data is used for stance detection and ens",Transportation,Linguistics,ERRO,Medium,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US10Ge,"As a system developer, I want the system to be scalable and efficient to handle large volumes of social media data in re",Law,Linguistics,ERRO,Medium,classification; classification; regression; representation learning,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,age; geography; race; sex; ethnicity; gender,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US1Ll,"As a social media analyst, I want to automatically analyze opinions and attitudes expressed in text on social media plat",Social Media,Linguistics,ERRO,Medium,bias detection in language models; bias detection in word embeddings; classification; ranking; sentiment analysis; speech recognition,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,gender; political leaning; race; religion; textual references to people and their demographics; age; geography; disability; race/ethnicity; sexual orientation,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US2Ll,"As a researcher, I want to develop an automated tool for stance detection that can accurately identify the underlying pe",Biology,Linguistics,ERRO,Medium,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US3Ll,"As a software engineer, I want to design a system that can classify the stance or viewpoint of a text towards a target, ",Literature,Linguistics,ERRO,Medium,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US4Ll,"As a data analyst, I want to integrate sentiment analysis and sarcasm detection tasks into a multi-task learning (MTL) m",Sport,Linguistics,ERRO,Medium,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US5Ll,"As a product manager, I want to develop a system that can handle the challenges of stance detection in social media, whe",Literature,Linguistics,ERRO,Medium,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US6Ll,"As a researcher, I want to propose and evaluate four task weighting techniques for MTL models to determine their effecti",Biology,Linguistics,ERRO,Medium,classification,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US7Ll,"As a software engineer, I want to design an MTL model that can achieve state-of- the-art performance in stance detection",Literature,Linguistics,ERRO,Medium,ranking,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,gender,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US8Ll,"As a data analyst, I want to evaluate the performance of the proposed MTL models on English and Arabic benchmark dataset",Biology,Linguistics,ERRO,Medium,classification,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US9Ll,"As a researcher, I want to investigate the interaction between sentiment and stance, while considering the impact of sar",Biology,Linguistics,ERRO,Medium,classification,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US10Ll,"As a product manager, I want to develop a commercial application that utilizes the proposed MTL models for stance detect",Literature,Linguistics,ERRO,Medium,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US1O1,"As an NLP researcher, I want to develop multi- task learning models that integrate sentiment analysis and sarcasm detect",Biology,Linguistics,ERRO,Medium,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US2O1,"As a data scientist, I want to implement Parallel Multi-Task Learning (PMTL) and Sequential Multi-Task Learning (SMTL) m",Health,Linguistics,ERRO,Medium,classification; representation learning,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,age; geography; sex; ethnicity; gender,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US3O1,"As a social media analyst, I want automated stance detection tools that account for brevity and informality, so that I c",Social Media,Linguistics,ERRO,Medium,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US4O1,"As a product manager for an opinion analysis platform, I want to incorporate Transformer-based architectures with multi-",Biology,Linguistics,ERRO,Medium,classification; graph mining,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US5O1,"As a machine learning engineer, I want to explore and apply different task weighting techniques in multi- task learning ",Computer Networks,Linguistics,ERRO,Medium,clustering,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US6O1,"As an academic instructor, I want to use the SMTL-HW model as a case study in my Natural Language Processing course, so ",Education,Linguistics,ERRO,Medium,classification; regression,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,age; geography; race; sex; ethnicity; family wealth; gender; financial status,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US7O1,"As a software developer, I want to implement an accessible architecture for multi-task learning models, so that my team ",Literature,Linguistics,ERRO,Medium,clustering,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,author; gender; textual references to people and their demographics,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US8O1,"As a linguist, I want to analyze the interaction between sentiment, stance, and sarcasm in text, so that I can better un",Linguistics,Linguistics,OK,Medium,entity resolution; sentiment analysis; sentiment analysis; sentiment analysis,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,business size; geography; race; sex,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US9O1,"As a marketing analyst, I want to leverage enhanced stance detection models, so that I can gain deeper insights into con",Finance & Marketing,Linguistics,ERRO,Medium,advertising; anomaly detection; classification; classification; data summarization; pricing; representation learning,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Não,gender; geography; race; age; sex,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A32US10O1,"As an AI ethics specialist, I want to evaluate the fairness and bias of multi-task learning models in stance detection, ",Health,Linguistics,ERRO,Medium,,Classification; Regression; Ranking; Matching; Risk Assessment; Representation Learning; Anomaly Detection; Task Assignment; Spatio-Temporal Process Learning; Graph Diffusion; Graph Augmentation; Entity Resolution; Sentiment Analysis; Bias Detection in Word Embeddings; Bias Detection in Language Models; Machine Translation; Speech Recognition,Sim,,geography; race; sex; gender; textual references to people and their demographics; religion; business size; political leaning; profession; dialect
A33US1Ge,"As a journalist, I want to quickly access and analyze relevant information from past news articles to inform my reportin",News,News,OK,High,bias detection in word embeddings; clustering,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,textual references to people and their demographics; author; geography,geography; news provider; textual references to people and their demographics
A33US2Ge,"As a researcher studying current events, I want to use a powerful search engine to find specific details and relationshi",Health,News,ERRO,High,,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Sim,,geography; news provider; textual references to people and their demographics
A33US3Ge,"As a news consumer, I want to be able to search for news articles based on specific events, locations, and people involv",News,News,OK,High,clustering,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,author; geography; textual references to people and their demographics,geography; news provider; textual references to people and their demographics
A33US4Ge,"As a librarian or archivist, I want to organize and catalog news articles in a way that makes them easily searchable and",Library,News,ERRO,High,clustering,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,author,geography; news provider; textual references to people and their demographics
A33US5Ge,"As a developer of news aggregators or search engines, I want to integrate semantic annotations into my platform to provi",Biology,News,ERRO,High,classification,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,,geography; news provider; textual references to people and their demographics
A33US6Ge,"As a data scientist, I want to explore the potential of using Wikidata and other knowledge bases to improve the accuracy",Health,News,ERRO,High,classification; regression; representation learning,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,age; geography; sex; ethnicity; gender,geography; news provider; textual references to people and their demographics
A33US7Ge,"As a fact-checker or verification journalist, I want to use semantic annotations to cross-reference information in news ",Health,News,ERRO,High,,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Sim,,geography; news provider; textual references to people and their demographics
A33US8Ge,"As a teacher or educator, I want to use semantically annotated news articles to create engaging and informative lesson p",Computer Networks,News,ERRO,High,,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Sim,,geography; news provider; textual references to people and their demographics
A33US9Ge,"As a citizen concerned about misinformation and disinformation, I want to be able to access and analyze news articles cr",Biology,News,ERRO,High,graph mining,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,,geography; news provider; textual references to people and their demographics
A33US10Ge,"As a global citizen, I want to see a more informed and engaged public discourse where people can easily access and under",Literature,News,ERRO,High,,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Sim,,geography; news provider; textual references to people and their demographics
A33US1Ll,"As a journalist, I want to be able to quickly and easily find relevant contextual background information when writing a ",News,News,OK,High,,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Sim,,geography; news provider; textual references to people and their demographics
A33US2Ll,"As a news agency, I want to be able to search for precise facts described in news articles, so that I can verify informa",News,News,OK,High,clustering,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,author; geography; textual references to people and their demographics,geography; news provider; textual references to people and their demographics
A33US3Ll,"As a researcher, I want to develop a method that can automatically annotate news articles with semantic information, so ",Medicine,News,ERRO,High,classification; classification,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,age; race; sex; ethnicity; gender,geography; news provider; textual references to people and their demographics
A33US4Ll,"As a developer, I want to leverage the Wikidata knowledge base to create a semantic annotation system that can support b",Biology,News,ERRO,High,graph mining,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,,geography; news provider; textual references to people and their demographics
A33US5Ll,"As a journalist, I want to be able to search for news articles based on specific properties and filters, such as event t",News,News,OK,High,clustering,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,author; geography; textual references to people and their demographics,geography; news provider; textual references to people and their demographics
A33US6Ll,"As a news agency, I want to be able to provide a more intuitive and powerful search interface for our users, so that the",News,News,OK,High,clustering,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,author; geography; textual references to people and their demographics,geography; news provider; textual references to people and their demographics
A33US7Ll,"As a researcher, I want to investigate the use of semantic annotation and search in news articles, so that I can improve",Biology,News,ERRO,High,graph mining,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,,geography; news provider; textual references to people and their demographics
A33US8Ll,"As a developer, I want to design a system that can automatically infer event schemas from news articles, so that I can p",Medicine,News,ERRO,High,classification; classification,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,age; race; sex; ethnicity; gender,geography; news provider; textual references to people and their demographics
A33US9Ll,"As a journalist, I want to be able to compare and contrast similar events and stories, so that I can identify patterns a",News,News,OK,High,bias detection in word embeddings; clustering; ranking,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,textual references to people and their demographics; author; geography; news provider,geography; news provider; textual references to people and their demographics
A33US10Ll,"As a news agency, I want to be able to provide a more comprehensive and informative news service, by leveraging semantic",News,News,OK,High,bias detection in word embeddings,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,textual references to people and their demographics,geography; news provider; textual references to people and their demographics
A33US1O1,"As a journalist, I want semantic annotations of news articles, so that I can easily reference contextual backgrounds and",News,News,OK,High,bias detection in word embeddings; clustering,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,textual references to people and their demographics; author; geography,geography; news provider; textual references to people and their demographics
A33US2O1,"As a news editor, I want a semantic search engine with structured data filters, so that I can efficiently find precise f",News,News,OK,High,,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Sim,,geography; news provider; textual references to people and their demographics
A33US3O1,"As a software developer, I want to integrate Wikidata- based semantic annotations into our news platform, so that users ",Literature,News,ERRO,High,clustering,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,Não,author; gender; textual references to people and their demographics,geography; news provider; textual references to people and their demographics
